,Odběratel,ID,IČO,Datum uzavření smlouvy,Cena_bez_dph,Cena_s_dph,Předmět smlouvy,zboží,ID verze,Dodavatel
340,Domov důchodců Ústí nad Orlicí,17163847,70857130,22.11.2021,"64 669,39 CZK","78 250,00 CZK",Zažehlovací lis,"[{'název': 'zažehlovací lis GOLDSEAL PLUS 120x90 v.č. W GS-Plus 4x3 SN', 'množství': 1, 'cena bez DPH': 32892.56, 'cena s DPH': 39800.0}, {'název': 'páska se štítky 2x41x17 bílá WPSD1700', 'množství': 1, 'cena bez DPH': 450.0, 'cena s DPH': 5446.21}, {'název': 'páska do tiskárny Epson LO 630 W3100', 'množství': 100, 'cena bez DPH': 195.77, 'cena s DPH': 1446.88}, {'název': 'tiskárna EPSON LO 630 EPSON LO 630 vč', 'množství': 1, 'cena bez DPH': 10986.0, 'cena s DPH': 13293.06}]",18472475,Apos Brno
341,"Domov seniorů Břeclav, příspěvková organizace",17047383,48452734,11.11.2021,"72 029,70 CZK",,"Objednávka - overaly,prostěradla.","[{'název': 'Overal se zipem na zádech, krátký, blankytně modrý XL', 'množství': 5, 'cena bez DPH': 1463.0, 'cena s DPH': None}, {'název': 'elastické prostěradlo obálkového střihu meruňkové', 'množství': 30, 'cena bez DPH': 353.0, 'cena s DPH': None}, {'název': 'elastické prostěradlo obálkového střihu bílé', 'množství': 30, 'cena bez DPH': 353.0, 'cena s DPH': None}, {'název': 'zásilkové výdaje - sleva 50%', 'množství': None, 'cena bez DPH': 410.0, 'cena s DPH': None}]",18350895,Apos Brno
342,KruV - RS (Kraj Vysočina),17033251,70890749,10.11.2021,"62 157,00 CZK","75 209,97 CZK",Kupní smlouva ohledně vybavení denního stacionáře v rámci projektu Transformace Domova Kamélie Křižanov III. - Jihlava Na Kopci.,"[{'název': 'terapeutické max-panenka Jika', 'množství': 100, 'cena bez DPH': 176800, 'cena s DPH': 210348}, {'název': 'geometrické tvary s úchopy', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'podložka SONOMA 85x30 se záhyby', 'množství': 800, 'cena bez DPH': 4080, 'cena s DPH': 74200}, {'název': 'povlak na polštář DELTA', 'množství': None, 'cena bez DPH': 198, 'cena s DPH': None}, {'název': 'pěnový polštář LUXUS COMFORT', 'množství': 1400, 'cena bez DPH': 9070, 'cena s DPH': 11000}, {'název': ""procvičování vnímání 'Perzi Board'"", 'množství': 100, 'cena bez DPH': 2980000, 'cena s DPH': 3605800}]",18336059,Apos Brno
343,KruV - RS (Kraj Vysočina),17033255,70890749,10.11.2021,"57 836,00 CZK","69 981,56 CZK",Kupní smlouva ohledně vybavení denního stacionáře v rámci projektu Transformace Domova Kamélie Křižanov IV.,"[{'název': 'podložka na křesla Sonoma', 'množství': 2, 'cena bez DPH': 164.0, 'cena s DPH': 198.04}, {'název': 'povlak na polštář DĚLTA', 'množství': 100, 'cena bez DPH': 198.0, 'cena s DPH': 239.58}, {'název': 'prošívaná přikrývka LUXUS', 'množství': 200, 'cena bez DPH': 1202.0, 'cena s DPH': 1454.42}, {'název': 'plněný polštář LUXUS COMFORT 90x70', 'množství': 140, 'cena bez DPH': 2300.0, 'cena s DPH': 2783.0}]",18336063,Apos Brno
344,"Domov seniorů Břeclav, příspěvková organizace",17000031,48452734,05.11.2021,"103 800,00 CZK",,Objednávka - podložka Sonoma,"[{'název': 'podložky Sonoma 85x90', 'množství': 200, 'cena bez DPH': None, 'cena s DPH': None}]",18301075,Apos Brno
345,"Domov pro seniory Lukov, příspěvková organizace",16981103,70850941,05.11.2021,,"112 350,00 CZK",Kupní smlouva na evakuační podložky,"[{'název': 'evakuační podložky ski sheet 3n', 'množství': 50, 'cena bez DPH': None, 'cena s dph': 2247}]",18281259,Apos Brno
346,"Domov pro seniory Lukov, příspěvková organizace",16970947,70850941,04.11.2021,,"112 350,00 CZK",Objednávka evakuačních podložek,"[{'název': 'EVAKUAČNÍ PODLOŽKY SKI SHEET 3N s kovovými přezkami', 'množství': 50, 'cena bez DPH': None, 'cena s DPH': 2247}]",18270655,Apos Brno
347,"Centrum sociálních služeb Staroměstská České Budějovice, příspěvková organizace",16950347,62537890,01.11.2021,"146 400,00 CZK","146 400,00 CZK",334/21/1 - polohovací podložky a prostěradla,"[{'název': 'kluzné prostěradla a podložky', 'množství': 1, 'cena bez DPH': 146400, 'cena s dph': None}]",18248859,Apos Brno
348,"Centrum sociálních služeb Staroměstská České Budějovice, příspěvková organizace",16950427,62537890,01.11.2021,"102 455,00 CZK","102 455,00 CZK","335/21/1 _ pytle na prídlo, košile anděl, polstrování","[{'název': 'pytle na prádlo, dámské a pánské košile anděl a ochrana postranic', 'množství': 1, 'cena bez DPH': None, 'cena s dph': 102455.0}]",18248943,Apos Brno
349,Domov pro seniory Trutnov,16953847,70153906,03.11.2021,,"128 022,00 CZK",Nákup podložek a elastických prostěradel,"[{'název': 'podložka Sonoma 85 x 90 cm se záložkami', 'množství': 120, 'cena bez DPH': None, 'cena s dph': None}, {'název': 'elastické prostěradlo obálkového střihu žluté', 'množství': 120, 'cena bez DPH': None, 'cena s dph': None}]",18252519,Apos Brno
350,"Krajská zdravotní, a.s.",16929879,25488627,02.11.2021,,"98 436,00 CZK",APOS BRNO - 5600059462,"[{'název': 'FIXAČNÍ PÁS NA LŮŽKO - břišní, vel. L', 'množství': 10, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'FIXAČNÍ PÁS NA LŮŽKO s magn.- fix. rukou', 'množství': 10, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'MAGNETICKÝ ZÁMEK Biocare', 'množství': 20, 'cena bez DPH': None, 'cena s DPH': None}]",18226959,Apos Brno
351,Domov u studánky,16932907,854310,01.11.2021,"128 819,01 CZK","155 871,00 CZK","Ložní prádlo, ručníky, oděvy","[{'název': 'páska do tiskárny Epson 300-350', 'množství': 1, 'cena bez DPH': 939.0, 'cena s DPH': 1136.19}, {'název': 'páska se štítky 82x17 bílá', 'množství': 1, 'cena bez DPH': 4446.0, 'cena s DPH': 5379.66}, {'název': 'pánská košile anděl PLUS XL/XXL', 'množství': 2, 'cena bez DPH': 1142.0, 'cena s DPH': 1381.82}, {'název': 'dámská košile anděl PLUS L/XL', 'množství': 1, 'cena bez DPH': 544.0, 'cena s DPH': 658.24}, {'název': 'evakuační podložka SKI SHEET 3N', 'množství': 2, 'cena bez DPH': 3714.0, 'cena s DPH': 4493.94}, {'název': 'ručník 50x90 citronová bal. 6ks', 'množství': 2, 'cena bez DPH': 1512.0, 'cena s DPH': 1829.52}, {'název': 'ručník 50x90 růžový bal. 6 ks', 'množství': 2, 'cena bez DPH': 512.0, 'cena s DPH': 1829.52}, {'název': 'ručník 50x90 vínová bal. 6 ks', 'množství': 2, 'cena bez DPH': 512.0, 'cena s DPH': 1829.52}, {'název': 'ručník 50x90 šeříková bal. 6 ks', 'množství': 2, 'cena bez DPH': 512.0, 'cena s DPH': 1829.52}, {'název': 'ručník 50x90 modrá bal. 6 ks', 'množství': 2, 'cena bez DPH': 512.0, 'cena s DPH': 1829.52}, {'název': 'ručník 50x90 tmavomodrá bal. 6 ks', 'množství': 2, 'cena bez DPH': 512.0, 'cena s DPH': 1829.52}, {'název': 'ručník 50x90 sv.zelená bal. 6ks', 'množství': 2, 'cena bez DPH': 512.0, 'cena s DPH': 1829.52}, {'název': 'ručník 50x90 tm.zelená bal. 6ks', 'množství': 2, 'cena bez DPH': 512.0, 'cena s DPH': 1829.52}, {'název': 'plněný polštář STANDARD 90x70, 1100 g', 'množství': 2, 'cena bez DPH': 572.0, 'cena s DPH': 692.12}, {'název': 'prošívaná přikrývka STANDARD 1900 g', 'množství': 2, 'cena bez DPH': 1104.0, 'cena s DPH': 1335.84}, {'název': 'krepové povlečení, hotelový uzávěr', 'množství': 37, 'cena bez DPH': 17871.0, 'cena s DPH': 21623.91}, {'název': 'krepové povlečení, zip', 'množství': 28, 'cena bez DPH': 13524.0, 'cena s DPH': 16364.04}]",18230139,Apos Brno
352,"Nemocnice Jablonec nad Nisou, p.o.",16911399,829838,22.11.2021,"135 660,00 CZK",,Objednávka ochranných zdravotnických prostředků.,"[{'název': 'Operační kalhoty - zelené (vel.L - 80 ks; XL - 100 k, XXL - 50 ks)', 'množství': 230, 'cena bez DPH': 26600, 'cena s dph': None}, {'název': 'Operační haleny - zelené (vel.L - 80 ks; XL - 100 ks, XXL - 100 ks)', 'množství': 280, 'cena bez DPH': 26600, 'cena s dph': None}]",18207259,Apos Brno
353,Domov na zámku Bystré,16857067,75007932,07.10.2021,"62 305,79 CZK","75 390,00 CZK",Kupní smlouva,"[{'název': 'Pager 8 kanálový', 'množství': 2, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Vysílací modul na pagery tlač. z', 'množství': 10, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Tlačítko přenosné', 'množství': 2, 'cena bez DPH': None, 'cena s DPH': None}]",18149759,Apos Brno
354,Domov pod Kuňkou,16843079,71176217,30.09.2021,,"93 000,00 CZK",Objednávka lůžkovin,"[{'název': 'Elastický potah na ochranu matrace', 'množství': 20, 'cena bez DPH': None, 'cena s DPH': 1287.0}, {'název': 'Bavlněné povlečení s potiskem — uzávěr knoflíkový', 'množství': 30, 'cena bez DPH': None, 'cena s DPH': 502.0}, {'název': 'Krepové povlečení — uzávěr knoflíkový', 'množství': 37, 'cena bez DPH': None, 'cena s DPH': 584.0}, {'název': 'Elastické prostěradlo (obálka)', 'množství': 60, 'cena bez DPH': None, 'cena s DPH': 427.0}, {'název': 'Elastické prostěradlo (smart)', 'množství': 7, 'cena bez DPH': None, 'cena s DPH': 427.0}]",18135183,Apos Brno
355,Centrum sociálních služeb Praha 2,16785747,70880841,18.10.2021,,"79 320,00 CZK",Objednávka evakuačních křesel,"[{'název': 'Evakuační křesla', 'množství': None, 'cena bez DPH': None, 'cena s dph': None}]",18074215,Apos Brno
356,"Domov pro seniory Strážnice, příspěvková organizace",16752303,47375604,11.10.2021,,"24 648,00 CZK",Nákup zboží,"[{'název': 'Textilní páska do tiskárny Epson', 'množství': None, 'cena bez DPH': None, 'cena s dph': 1100}]",18039139,Apos Brno
357,"Albertinum, odborný léčebný ústav, Žamberk",16588823,196096,17.09.2021,"53 676,90 CZK","64 949,05 CZK",Dodání nepropustných podložek,"[{'název': 'podložka Chamonix 85x90 se záhyby MIP2011/F', 'množství': 80, 'cena bez DPH': None, 'cena s DPH': None}]",17867203,Apos Brno
358,Domov sociálních služeb Chotělice,16476231,579025,06.09.2021,"68 190,10 CZK","82 510,00 CZK",Předmětem smlouvy je dodávka a montáž signalizačního systému PO v I.NP hlavní budovy,"[{'název': 'Dodávka a montáž bezdrátového signalizačního systému PO', 'množství': None, 'cena bez DPH': None, 'cena s dph': 82510}]",17744571,Apos Brno
359,"Podkrušnohorské domovy sociálních služeb Dubí - Teplice, příspěvková organizace",16440871,63787849,09.09.2021,"116 933,94 CZK","141 490,00 CZK",Objednávka - pratelné podložky,"[{'název': 'pratelné podložky EMERIS se záhyby', 'množství': 500, 'cena bez DPH': '116933.94 Kč', 'cena s dph': '141490 Kč'}]",17704475,Apos Brno
360,"Domov Slunečnice Ostrava, příspěvková organizace",16401463,70631883,30.08.2021,"75 000,00 CZK",,Objednávka - zažehlovací lis RS 100,"[{'název': 'zažehlovací lis RS 100', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'pásky se štítky 2x41x17', 'množství': 2, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'tiskárna EPSON LO 630', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'pásky do tiskárny EPSON LO 630', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'držák rolí k tiskárně', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'sw pro tisk štítků APOS LabelPrint', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'uvedení systému do provozu', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}]",17661163,Apos Brno
361,Městská správa sociálních služeb v Mostě - příspěvková organizace,16374035,831212,30.08.2021,"122 390,10 CZK",,objednávka 157/2021 - rehabilitační prvky na zahradu,"[{'název': 'rehabilitační prvky na zahradu', 'množství': None, 'cena bez DPH': '122390.10', 'cena s dph': None}]",17629767,Apos Brno
362,"Domov pro seniory Strážnice, příspěvková organizace",16367911,47375604,16.08.2021,,,"Dodávka zdravotnického materiálu, zdravotních a ochranných pomůcek","[{'název': 'zdravotnický materiál, zdravotnické a ochranné pomůcky', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}]",17623107,Apos Brno
363,Město Bohumín,16364099,297569,31.08.2021,"118 988,00 CZK","143 975,00 CZK",Objednávka cvičebních prvků,"[{'název': 'Kombinovaný trenažér chodidla/kotníky pro dva', 'množství': 1, 'cena bez DPH': None, 'cena s dph': 41248.9}, {'název': 'pro ramena a koordinaci pohybů', 'množství': 1, 'cena bez DPH': None, 'cena s dph': 28967.4}, {'název': 'pro mentál.dovednosti II rotoped+dvoulavička', 'množství': 1, 'cena bez DPH': None, 'cena s dph': 54128.14}, {'název': 'Dopravné', 'množství': 1, 'cena bez DPH': None, 'cena s dph': 19631.04}]",17618527,Apos Brno
364,Domov pro seniory a Pečovatelská služba v Žatci,16281879,830411,19.08.2021,,"287 617,00 CZK",Smlouva o vyrovnání - ochranné prostředky,"[{'název': 'zásilkové výdaje', 'množství': 1, 'cena bez DPH': 1100.0, 'cena s DPH': 1331.0}]",17527335,Apos Brno
365,"Denní a týdenní stacionář Jihlava, příspěvková organizace",16263527,400858,19.08.2021,"58 356,00 CZK","70 610,00 CZK",nákup 2 ks evakuačních křesel Elite včetně dopravy,"[{'název': 'evakuační křeslo Elite', 'množství': 2, 'cena bez DPH': None, 'cena s DPH': 35305}]",17507151,Apos Brno
366,"Domov Božice, příspěvková organizace",16206375,45671877,12.10.2020,"213 504,13 CZK","258 340,00 CZK",Smlouva o dodávce povlečení,"[{'název': 'Elastická prostěradla', 'množství': 80, 'cena bez DPH': None, 'cena s dph': None}, {'název': 'Povlečení atlas grádl', 'množství': 80, 'cena bez DPH': None, 'cena s dph': None}, {'název': 'Povlečení krep', 'množství': 80, 'cena bez DPH': None, 'cena s dph': None}, {'název': 'Povlečení bavlna s potiskem', 'množství': 20, 'cena bez DPH': None, 'cena s dph': None}, {'název': 'Polohovací podložka', 'množství': 60, 'cena bez DPH': None, 'cena s dph': None}, {'název': 'Podložka na křesla 53x58', 'množství': 80, 'cena bez DPH': None, 'cena s dph': None}, {'název': 'Podložka 75x85 se záhyby', 'množství': 80, 'cena bez DPH': None, 'cena s dph': None}, {'název': 'Fixační body bílé kr. rukáv LM', 'množství': 4, 'cena bez DPH': None, 'cena s dph': None}, {'název': 'Overal se zipem v rozkroku LM', 'množství': 4, 'cena bez DPH': None, 'cena s dph': None}, {'název': 'Dřevěný kalendář', 'množství': 4, 'cena bez DPH': None, 'cena s dph': None}, {'název': 'Reflexní nálepka na dveře- evakuační podložka', 'množství': 35, 'cena bez DPH': None, 'cena s dph': None}]",17444011,Apos Brno
367,Sociální služby města Pardubic,16186915,75090970,03.08.2021,"52 731,46 CZK",,objednávka - elastická prostěradla,"[{'název': 'Elastické prostěradlo obálkového střihu meruňk. MIP SK3400B/PE/AB', 'množství': 154, 'cena bez DPH': 34241, 'cena s dph': 41432}]",17423095,Apos Brno
368,"Centrum sociálních služeb Staroměstská České Budějovice, příspěvková organizace",16170107,62537890,04.08.2021,"66 460,00 CZK","66 460,00 CZK",225/21/1 __prádlo pro klienty,"[{'název': 'dámská košile anděl PLUS s proužkem', 'množství': 30, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'dámská košile anděl PLUS', 'množství': 40, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'pánská košile anděl PLUS', 'množství': 30, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'pacientská košile anděl', 'množství': 50, 'cena bez DPH': None, 'cena s DPH': None}]",17404195,Apos Brno
369,"Domov seniorů Břeclav, příspěvková organizace",16064283,48452734,16.07.2021,"61 860,40 CZK","74 851,00 CZK",Objednávka - nástěnná signal.jednotka,"[{'název': 'zásilkové výdaje', 'množství': 1, 'cena bez DPH': 120.0, 'cena s dph': 145.2}]",17285635,Apos Brno
370,"Domov pro seniory Mikuláškovo nám., příspěvková organizace",15994455,71155988,11.05.2021,"64 463,00 CZK","78 000,00 CZK","prostěradla, overaly pro klienty","[{'název': 'běžná prostěradla', 'množství': 100, 'cena bez DPH': None, 'cena s dph': None}, {'název': 'prostěradla na antidekubitní matrace', 'množství': 20, 'cena bez DPH': None, 'cena s dph': None}, {'název': 'overaly pro neklidné klienty', 'množství': 15, 'cena bez DPH': None, 'cena s dph': None}]",17211735,Apos Brno
371,"SENIOR Otrokovice,příspěvková organizace",15952871,62180444,13.07.2021,,"75 000,00 CZK",Zažehlovací lis,"[{'název': 'zažehlovací lis vč. příslušenství dle nabídky', 'množství': 1, 'cena bez DPH': None, 'cena s dph': '74,552.00 Kč'}, {'název': 'doprava', 'množství': None, 'cena bez DPH': None, 'cena s dph': '145.00 Kč'}]",17167767,Apos Brno
372,"Domov pro seniory Strážnice, příspěvková organizace",15872671,47375604,30.06.2021,"34 672,00 CZK","41 954,00 CZK",Dodání 100ks elastických obálkových prostěradel,"[{'název': 'elastické obálkové prostěradlo', 'množství': 100, 'cena bez DPH': None, 'cena s DPH': 41954}]",17082819,Apos Brno
373,"Dům seniorů Kdyně, příspěvková organizace",15131911,75007746,16.04.2021,,"88 451,00 CZK",Prostěradla,"[{'název': 'Prostěradlo obálkového střihu - bílé', 'množství': 200, 'cena bez DPH': None, 'cena s dph': 451.0}]",16982095,Apos Brno
374,Centrum kardiovaskulární a transplantační chirurgie Brno,15746779,209775,14.06.2021,"54 500,00 CZK","65 945,00 CZK","polštář,přikrývka","[{'název': 'zásilkové výdaje', 'množství': 1, 'cena bez DPH': 400.0, 'cena s DPH': 484.0}]",16950371,Apos Brno
375,Barevné domky Hajnice,15265775,194972,12.02.2021,,"73 000,00 CZK",Podložky a povlečení pro klienty,"[{'název': 'Zdravotní úsek - podložky do postele, povlečení', 'množství': None, 'cena bez DPH': None, 'cena s dph': None}]",16437531,Apos Brno
376,"Dům seniorů Kdyně, příspěvková organizace",15131983,75007746,16.04.2021,,"58 443,00 CZK",Ložní povlečení,"[{'název': 'Ložní povlečení', 'množství': 100, 'cena bez DPH': None, 'cena s DPH': 443.0}]",16289787,Apos Brno
377,"Domov pro seniory Lukov, příspěvková organizace",15104771,70850941,13.04.2021,"261 995,00 CZK","317 014,00 CZK",Dodatek č.1 ke Kupní smlouvě na tranažery,"[{'název': 'Trenažér pro procvičování pohyblivosti zápěstí a loktů (verze pro vozíčkáře)', 'množství': '1 ks', 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Trenažér pro procvičování pohyblivosti ramen a loktů (verze pro vozíčkáře)', 'množství': '1 ks', 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Trenažér pro procvičování ramen a loktů s lavičkou pro dvě osoby', 'množství': '1 ks', 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Trenažér pro procvičování pohyblivosti prstů a ramen (verze pro vozíčkáře)', 'množství': '1 ks', 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Rotoped s lavičkou pro dvě osoby', 'množství': '1 ks', 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Pochůzková rampa se schody', 'množství': '1 ks', 'cena bez DPH': None, 'cena s DPH': None}]",16260059,Apos Brno
